pub_id,pub_name,area,history_query,source_title,source_url,source_description,source_position,observed_at,kg_subject,kg_predicate,kg_object,confidence,notes
london-014-the-lamb-flag-london-england-html,The Lamb & Flag,,"""The Lamb & Flag"" London pub history","Lamb and Flag, Covent Garden - Wikipedia","https://en.wikipedia.org/wiki/Lamb_and_Flag,_Covent_Garden","... pub a maximum three-star rating as a Real Heritage Pub. The pub was ... ""Fuller's buys the Lamb & Flag in Covent Garden"". The Caterer. Retrieved 20 ...",2,2026-07-07T11:05:16.400Z,pub:london-014-the-lamb-flag-london-england-html,has_history_source,"https://en.wikipedia.org/wiki/Lamb_and_Flag,_Covent_Garden",medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-015-bulls-head-london-england-html,Bulls Head,,"""Bulls Head"" London pub history","Bull's Head Barnes - Local Young's pub in Barnes, SW London",https://www.thebullsheadbarnes.com/,"Steeped in rich, music-filled history, it blends timeless charm with effortless style. ... The Bulls Head ,; 373 Lonsdale Road ,; Barnes,; SW13 9PY. 020 8876 5241",1,2026-07-07T11:05:16.400Z,pub:london-015-bulls-head-london-england-html,has_history_source,https://www.thebullsheadbarnes.com/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-015-bulls-head-london-england-html,Bulls Head,,"""Bulls Head"" London pub history","Bull's Head, Chiswick | Londonist",https://londonist.com/london/pubs/bull-s-head,"The sunken dining area keeps the historic feel, but spruces things up with some modern banquettes. Inside the Bulls Head Chiswick Ye olde internal window. In ...",2,2026-07-07T11:05:16.400Z,pub:london-015-bulls-head-london-england-html,has_history_source,https://londonist.com/london/pubs/bull-s-head,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-016-the-phoenix-london-england-html,The Phoenix,,"""The Phoenix"" London pub history","THE PHOENIX, London - Restaurant Reviews & Phone Number",https://www.tripadvisor.com/Restaurant_Review-g186338-d2700557-Reviews-The_Phoenix-London_England.html,"The Phoenix, London: See 198 unbiased reviews of The Phoenix, rated 4.3 of 5 on Tripadvisor and ranked #2710 of 20489 restaurants in London.",1,2026-07-07T11:05:16.400Z,pub:london-016-the-phoenix-london-england-html,has_history_source,https://www.tripadvisor.com/Restaurant_Review-g186338-d2700557-Reviews-The_Phoenix-London_England.html,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-016-the-phoenix-london-england-html,The Phoenix,,"""The Phoenix"" London pub history",The Phoenix pub in North End Portsmouth - Facebook,https://www.facebook.com/groups/1429837203969076/posts/3905468529739252/,It was renamed as the Phoenix in 1906 so within a decade had gone from the Old Grey Horse in Cow Lane to the Phoenix Tavern in Swan Street. It ...,2,2026-07-07T11:05:16.400Z,pub:london-016-the-phoenix-london-england-html,has_history_source,https://www.facebook.com/groups/1429837203969076/posts/3905468529739252/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-017-sabine-rooftop-bar-london-england-html,Sabine Rooftop Bar,,"""Sabine Rooftop Bar"" London pub history",Sabine Rooftop Bar - London Restaurants - Tripadvisor,https://www.tripadvisor.com/Restaurant_Review-g186338-d23430259-Reviews-or45-Sabine_Rooftop_Bar-London_England.html,"Sabine Rooftop Bar is celebrated by many travelers for its attentive and warm service, though some mention occasional lapses. The vibrant atmosphere, with ...",1,2026-07-07T11:05:16.400Z,pub:london-017-sabine-rooftop-bar-london-england-html,has_history_source,https://www.tripadvisor.com/Restaurant_Review-g186338-d23430259-Reviews-or45-Sabine_Rooftop_Bar-London_England.html,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-017-sabine-rooftop-bar-london-england-html,Sabine Rooftop Bar,,"""Sabine Rooftop Bar"" London pub history",Sabine - OneCity - Things to do in the City of London,https://onecitylondon.com/directory/sabine/,"Sabine Rooftop Bar, located next to the renowned St. Paul's Cathedral in the heart of London's City, offers a unique experience.",2,2026-07-07T11:05:16.400Z,pub:london-017-sabine-rooftop-bar-london-england-html,has_history_source,https://onecitylondon.com/directory/sabine/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-018-kings-head-london-england-html,Kings Head,,"""Kings Head"" London pub history",Our History – The Kings Head Galway,https://thekingshead.ie/pages/our-history,The Kings Head is a true piece of living history. The building itself dates back over 800 years to the 13th century.,1,2026-07-07T11:05:16.400Z,pub:london-018-kings-head-london-england-html,has_history_source,https://thekingshead.ie/pages/our-history,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-018-kings-head-london-england-html,Kings Head,,"""Kings Head"" London pub history","The Kings Head 10 Stafford St, London W1S 4RX The ... - Facebook",https://www.facebook.com/londonpubmap/posts/the-kings-head10-stafford-st-london-w1s-4rxthe-kings-head-is-located-on-a-corner/875013098744336/,"First we popped into the Kings Head, corner of Stafford Street and Albemarle St, Mayfair. It's a Nicholson pub and therefore has been renovated ...",2,2026-07-07T11:05:16.400Z,pub:london-018-kings-head-london-england-html,has_history_source,https://www.facebook.com/londonpubmap/posts/the-kings-head10-stafford-st-london-w1s-4rxthe-kings-head-is-located-on-a-corner/875013098744336/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-019-prospect-of-whitby-london-england-html,Prospect Of Whitby,,"""Prospect Of Whitby"" London pub history",Prospect of Whitby - Wikipedia,https://en.wikipedia.org/wiki/Prospect_of_Whitby,"It lays claim to being on the site of the oldest riverside tavern, dating from around 1520. Prospect of Whitby. A historic riverside pub with multiple stories, ...",1,2026-07-07T11:05:16.400Z,pub:london-019-prospect-of-whitby-london-england-html,has_history_source,https://en.wikipedia.org/wiki/Prospect_of_Whitby,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-019-prospect-of-whitby-london-england-html,Prospect Of Whitby,,"""Prospect Of Whitby"" London pub history",The Prospect of Whitby - History and Facts,https://www.historyhit.com/locations/the-prospect-of-whitby/,"Located on the banks of the Thames in the London Borough of Tower Hamlets, The Prospect of Whitby boasts a pedigree which stretches back to ...",2,2026-07-07T11:05:16.400Z,pub:london-019-prospect-of-whitby-london-england-html,has_history_source,https://www.historyhit.com/locations/the-prospect-of-whitby/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-020-kings-arms-london-england-html,Kings Arms,Greenwich,"""Kings Arms"" Greenwich pub history",Why Was This Greenwich Pub Known As 'The Bunker'?,https://livinglondonhistory.com/why-was-this-greenwich-pub-known-as-the-bunker/,'The Bunker'. kings arms greenwich. From the 1930s-1970s the King's Arms was locally known as 'the Bunker ...,1,2026-07-07T11:05:16.400Z,pub:london-020-kings-arms-london-england-html,has_history_source,https://livinglondonhistory.com/why-was-this-greenwich-pub-known-as-the-bunker/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-020-kings-arms-london-england-html,Kings Arms,Greenwich,"""Kings Arms"" Greenwich pub history",Discovering a possible family connection to the Kings Arms pub in ...,https://www.facebook.com/groups/6143110432467287/posts/8520931398018500/,"The Kings Arms was situated at 230 Mile End Road. This pub was present by 1830, at which time it included a 'large concert hall' and sold cider.",2,2026-07-07T11:05:16.400Z,pub:london-020-kings-arms-london-england-html,has_history_source,https://www.facebook.com/groups/6143110432467287/posts/8520931398018500/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-021-the-ship-tavern-london-england-html,The Ship Tavern,,"""The Ship Tavern"" London pub history","* the fascinating ""Ship Tavern""-Holborn London WC2 - London Shoes",https://www.londonshoes.blog/2024/06/10/the-fascinating-ship-tavern-holborn-london-wc2/,It is believed that the Ship Tavern was initially opened as a 'watering hole' for farm labourers working in nearby 'Lincolns Inn Fields' – which ...,1,2026-07-07T11:05:16.400Z,pub:london-021-the-ship-tavern-london-england-html,has_history_source,https://www.londonshoes.blog/2024/06/10/the-fascinating-ship-tavern-holborn-london-wc2/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-021-the-ship-tavern-london-england-html,The Ship Tavern,,"""The Ship Tavern"" London pub history","Ship Tavern, Holborn - Wikipedia","https://en.wikipedia.org/wiki/Ship_Tavern,_Holborn","The Ship Tavern is an inn at the western corner of Lincoln's Inn Fields, at the corner of Gate Street and the Little Turnstile in London. Established in ...",2,2026-07-07T11:05:16.400Z,pub:london-021-the-ship-tavern-london-england-html,has_history_source,"https://en.wikipedia.org/wiki/Ship_Tavern,_Holborn",medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-022-museum-tavern-london-england-html,Museum Tavern,,"""Museum Tavern"" London pub history","The Museum Tavern Pub Restaurant in Bloomsbury, - Greene King",https://www.greeneking.co.uk/pubs/greater-london/museum-tavern,"With a prettily presented Prussian blue pigment and golden gilded exterior, the Museum Tavern is a popular pub next to the British Museum by Russell Square.",1,2026-07-07T11:05:16.400Z,pub:london-022-museum-tavern-london-england-html,has_history_source,https://www.greeneking.co.uk/pubs/greater-london/museum-tavern,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-022-museum-tavern-london-england-html,Museum Tavern,,"""Museum Tavern"" London pub history",Museum Tavern - London Pubs Group - CAMRA,https://londonpubsgroup.camra.org.uk/viewnode.php?id=28596,It claims a long history stretching back into the 18th century and was ... The Museum Tavern featured on the Evening Crawl of Bloomsbury and Holborn on ...,2,2026-07-07T11:05:16.400Z,pub:london-022-museum-tavern-london-england-html,has_history_source,https://londonpubsgroup.camra.org.uk/viewnode.php?id=28596,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-023-the-scarsdale-tavern-kensington-london-england-html,"The Scarsdale Tavern, Kensington",Kensington,"""The Scarsdale Tavern, Kensington"" Kensington pub history","Although summer's nearly over, there's no better spot in Kensington ...",https://www.instagram.com/reel/DNna7tEIAkR/,"... londonpub #pubhistory #bestpub #englishpub #pub ... pub on a tour that blended London history with stops at pubs. ... The Scarsdale Tavern, Kensington # ...",1,2026-07-07T11:05:16.400Z,pub:london-023-the-scarsdale-tavern-kensington-london-england-html,has_history_source,https://www.instagram.com/reel/DNna7tEIAkR/,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-023-the-scarsdale-tavern-kensington-london-england-html,"The Scarsdale Tavern, Kensington",Kensington,"""The Scarsdale Tavern, Kensington"" Kensington pub history","The Scarsdale Tavern, Kensington - London Restaurants - Tripadvisor",https://www.tripadvisor.com/Restaurant_Review-g186338-d733581-Reviews-or315-The_Scarsdale_Tavern_Kensington-London_England.html,"The Scarsdale Tavern, Kensington, London: See 615 unbiased reviews of The Scarsdale Tavern, Kensington, rated 4.3 of 5 on Tripadvisor and ranked #1211 of ...",2,2026-07-07T11:05:16.400Z,pub:london-023-the-scarsdale-tavern-kensington-london-england-html,has_history_source,https://www.tripadvisor.com/Restaurant_Review-g186338-d733581-Reviews-or315-The_Scarsdale_Tavern_Kensington-London_England.html,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-024-lore-of-the-land-london-england-html,Lore of the Land,,"""Lore of the Land"" London pub history",The Lore of The Land | Top 50 Gastropubs,https://www.top50gastropubs.com/Pubs/UK/Greater-London/The-Lore-of-The-Land.html,"Lore of the Land is a traditional British pub on in Fitzrovia, London, owned by British film director Guy Ritchie offering modern English cuisine.",1,2026-07-07T11:05:16.400Z,pub:london-024-lore-of-the-land-london-england-html,has_history_source,https://www.top50gastropubs.com/Pubs/UK/Greater-London/The-Lore-of-The-Land.html,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
london-024-lore-of-the-land-london-england-html,Lore of the Land,,"""Lore of the Land"" London pub history","LORE OF THE LAND, London - Fitzrovia - Restaurant Reviews ...",https://www.tripadvisor.com/Restaurant_Review-g186338-d17695974-Reviews-Lore_of_the_Land-London_England.html,"Lore of the Land offers a lively, cozy setting with old-world pub charm, as appreciated by many travelers. Guests frequently commend the friendly and attentive ...",2,2026-07-07T11:05:16.400Z,pub:london-024-lore-of-the-land-london-england-html,has_history_source,https://www.tripadvisor.com/Restaurant_Review-g186338-d17695974-Reviews-Lore_of_the_Land-London_England.html,medium,"Seed source for later human/agent extraction into structured founding date, building era, notable people, and heritage facts."
